,joe,bool,First,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
10260,,True,5,22.0,4020.0,655.0,1486.0,635.0,5.9639,262300.0,<1H OCEAN
10261,,True,5,14.0,4753.0,681.0,2138.0,678.0,7.3658,288500.0,<1H OCEAN
10262,,True,5,20.0,3977.0,540.0,1886.0,541.0,6.5843,272200.0,<1H OCEAN
10263,,True,5,15.0,5078.0,806.0,2569.0,759.0,5.6549,301900.0,<1H OCEAN
10264,,True,5,20.0,4026.0,648.0,1997.0,650.0,5.5918,260500.0,<1H OCEAN
10265,,True,5,25.0,1548.0,256.0,811.0,263.0,5.2037,242200.0,<1H OCEAN
10266,,True,5,24.0,3935.0,625.0,1912.0,593.0,5.7951,226900.0,<1H OCEAN
10267,,True,5,24.0,3326.0,503.0,1616.0,494.0,5.7457,240600.0,<1H OCEAN
10268,,True,5,21.0,1519.0,388.0,1203.0,366.0,3.2083,145300.0,<1H OCEAN
10269,,True,5,19.0,2232.0,448.0,1149.0,417.0,3.1534,324400.0,<1H OCEAN
10270,,True,5,7.0,2663.0,642.0,1367.0,677.0,4.6563,162400.0,<1H OCEAN
10271,,True,5,15.0,1898.0,476.0,1766.0,455.0,2.4929,158500.0,<1H OCEAN
10272,,True,5,16.0,1332.0,368.0,1534.0,295.0,3.0227,297100.0,<1H OCEAN
10273,,True,5,19.0,1591.0,279.0,891.0,237.0,5.6573,216000.0,<1H OCEAN
10274,,True,5,18.0,2705.0,713.0,2726.0,674.0,2.7759,200000.0,<1H OCEAN
10275,,True,5,28.0,2292.0,531.0,2197.0,509.0,3.4856,142800.0,<1H OCEAN
10276,,True,5,22.0,1105.0,241.0,971.0,249.0,3.1667,113900.0,<1H OCEAN
10277,,True,5,13.0,3252.0,583.0,1546.0,557.0,5.8243,297900.0,<1H OCEAN
10278,,True,5,18.0,1982.0,300.0,1027.0,324.0,7.0526,327500.0,<1H OCEAN
10279,,True,5,24.0,2168.0,421.0,1050.0,397.0,4.6172,238300.0,<1H OCEAN
10280,,True,5,19.0,2968.0,503.0,1430.0,459.0,5.3339,371700.0,<1H OCEAN
10281,,True,5,21.0,3079.0,509.0,1431.0,480.0,4.0714,278900.0,<1H OCEAN
10282,,True,5,16.0,3471.0,708.0,1769.0,691.0,4.1064,246100.0,<1H OCEAN
10283,,True,5,16.0,3973.0,595.0,1971.0,575.0,6.4265,263700.0,<1H OCEAN
10284,,True,5,23.0,2446.0,360.0,1196.0,359.0,6.5755,272800.0,<1H OCEAN
10285,,True,5,24.0,1723.0,223.0,707.0,219.0,7.0352,299600.0,<1H OCEAN
10286,,True,5,25.0,1737.0,270.0,840.0,265.0,4.625,245700.0,<1H OCEAN
10287,,True,5,23.0,2365.0,355.0,1209.0,347.0,6.0132,259400.0,<1H OCEAN
10288,,True,5,19.0,3544.0,542.0,1787.0,560.0,6.7837,264300.0,<1H OCEAN
10289,,True,5,18.0,2112.0,340.0,1048.0,315.0,6.9308,231700.0,<1H OCEAN
10290,,True,5,15.0,5392.0,895.0,2531.0,827.0,6.2185,280300.0,<1H OCEAN
10291,,True,5,5.0,6971.0,1449.0,3521.0,1423.0,5.2131,243900.0,<1H OCEAN
10292,,True,5,19.0,2265.0,283.0,904.0,279.0,9.2327,461300.0,<1H OCEAN
10293,,True,5,19.0,4491.0,680.0,2457.0,702.0,6.0591,233500.0,<1H OCEAN
10294,,True,5,16.0,5954.0,1281.0,3107.0,1209.0,4.2566,206100.0,<1H OCEAN
10295,,True,5,18.0,133.0,29.0,95.0,23.0,3.5625,235000.0,<1H OCEAN
10296,,True,5,14.0,4039.0,669.0,1905.0,670.0,6.3303,303000.0,<1H OCEAN
10297,,True,5,13.0,3292.0,727.0,1565.0,698.0,5.457,308800.0,<1H OCEAN
10298,,True,5,11.0,3331.0,410.0,1460.0,416.0,8.0287,371800.0,<1H OCEAN
10299,,True,5,17.0,4575.0,764.0,2054.0,737.0,6.0571,272400.0,<1H OCEAN
10300,,True,5,14.0,1956.0,282.0,671.0,269.0,6.5841,306400.0,<1H OCEAN
10301,,True,5,16.0,5819.0,986.0,2306.0,914.0,4.6315,277500.0,<1H OCEAN
10302,,True,5,25.0,3121.0,381.0,1278.0,389.0,7.0217,357900.0,<1H OCEAN
10303,,True,5,17.0,8562.0,1351.0,3822.0,1316.0,6.0829,252600.0,<1H OCEAN
10304,,True,5,16.0,5609.0,952.0,2624.0,934.0,5.3307,169600.0,<1H OCEAN
10305,,True,5,16.0,1800.0,238.0,871.0,234.0,6.6678,301900.0,<1H OCEAN
10306,,True,5,14.0,6239.0,901.0,2923.0,904.0,6.5437,268200.0,<1H OCEAN
10307,,True,5,25.0,1137.0,170.0,524.0,164.0,7.5744,259300.0,<1H OCEAN
10308,,True,5,22.0,3760.0,482.0,1485.0,461.0,7.8537,354900.0,<1H OCEAN
10309,,True,5,4.0,37937.0,5471.0,16122.0,5189.0,7.4947,366300.0,<1H OCEAN
10310,,True,5,9.0,4838.0,759.0,2090.0,695.0,6.6536,307800.0,<1H OCEAN
10311,,True,5,8.0,4874.0,627.0,2070.0,619.0,8.1117,410200.0,<1H OCEAN
10312,,True,5,7.0,9729.0,1210.0,4160.0,1214.0,8.9088,415300.0,<1H OCEAN
10313,,True,5,23.0,3038.0,470.0,1568.0,438.0,5.6403,233000.0,<1H OCEAN
10314,,True,5,21.0,2603.0,404.0,1350.0,390.0,6.057,235900.0,<1H OCEAN
10315,,True,5,18.0,1810.0,305.0,1189.0,326.0,5.2227,213500.0,<1H OCEAN
10316,,True,5,16.0,4151.0,637.0,1558.0,604.0,5.806,304900.0,<1H OCEAN
10317,,True,5,25.0,1788.0,203.0,676.0,217.0,10.1299,454300.0,<1H OCEAN
10318,,True,5,17.0,4343.0,515.0,1605.0,484.0,10.5981,460100.0,<1H OCEAN
10319,,True,5,9.0,10484.0,1603.0,4005.0,1419.0,8.3931,365300.0,<1H OCEAN
10320,,True,5,16.0,3781.0,504.0,1665.0,499.0,7.2554,335600.0,<1H OCEAN
10321,,True,5,16.0,4390.0,660.0,2146.0,633.0,6.1504,266000.0,<1H OCEAN
10322,,True,5,16.0,3182.0,429.0,1663.0,428.0,7.0592,288200.0,<1H OCEAN
10323,,True,5,23.0,1986.0,278.0,826.0,260.0,7.7752,380000.0,<1H OCEAN
10324,,True,5,16.0,3973.0,483.0,1373.0,452.0,9.8074,417000.0,<1H OCEAN
10325,,True,5,13.0,2021.0,362.0,1081.0,341.0,4.3269,231400.0,<1H OCEAN
10326,,True,5,11.0,10535.0,1620.0,4409.0,1622.0,6.67,283200.0,<1H OCEAN
10327,,True,5,13.0,5415.0,827.0,2061.0,714.0,7.3681,353100.0,<1H OCEAN
10328,,True,5,15.0,3764.0,510.0,1448.0,468.0,8.7124,410500.0,<1H OCEAN
10329,,True,5,16.0,3491.0,502.0,1496.0,509.0,6.6207,270500.0,<1H OCEAN
10330,,True,5,15.0,3086.0,457.0,1262.0,436.0,6.4415,300700.0,<1H OCEAN
10331,,True,5,5.0,4380.0,715.0,1913.0,741.0,6.7274,266400.0,<1H OCEAN
10332,,True,5,14.0,3666.0,442.0,1400.0,433.0,10.1316,500001.0,<1H OCEAN
10333,,True,5,14.0,2452.0,296.0,954.0,275.0,8.2375,388300.0,<1H OCEAN
10334,,True,5,4.0,5416.0,820.0,1753.0,583.0,6.9544,314000.0,<1H OCEAN
10335,,True,5,12.0,6208.0,750.0,2443.0,739.0,9.1808,413700.0,<1H OCEAN
10336,,True,5,2.0,582.0,70.0,199.0,64.0,7.1193,500001.0,<1H OCEAN
10337,,True,5,25.0,2765.0,475.0,1666.0,474.0,6.0531,230700.0,<1H OCEAN
10338,,True,5,25.0,5950.0,1155.0,4528.0,1064.0,4.2564,204600.0,<1H OCEAN
10339,,True,5,14.0,1206.0,142.0,572.0,149.0,8.847,388700.0,<1H OCEAN
10340,,True,5,18.0,3548.0,474.0,1506.0,449.0,6.925,290300.0,<1H OCEAN
10341,,True,5,17.0,4138.0,805.0,2442.0,780.0,4.7804,242000.0,<1H OCEAN
10342,,True,5,5.0,3178.0,631.0,1467.0,581.0,5.2541,237100.0,<1H OCEAN
10343,,True,5,16.0,2022.0,254.0,789.0,270.0,8.4112,286900.0,<1H OCEAN
10344,,True,5,16.0,4065.0,661.0,1962.0,636.0,6.2177,256600.0,<1H OCEAN
10345,,True,5,24.0,3859.0,661.0,1972.0,624.0,5.7871,227400.0,<1H OCEAN
10346,,True,5,17.0,3464.0,519.0,1713.0,530.0,6.0471,248400.0,<1H OCEAN
10347,,True,5,21.0,1932.0,266.0,860.0,286.0,7.1497,274000.0,<1H OCEAN
10348,,True,5,24.0,1684.0,232.0,781.0,230.0,6.8667,279600.0,<1H OCEAN
10349,,True,5,25.0,3745.0,522.0,1648.0,496.0,7.5488,278100.0,<1H OCEAN
10350,,True,5,23.0,3588.0,577.0,1695.0,569.0,6.1401,243200.0,<1H OCEAN
10351,,True,5,16.0,5218.0,1187.0,2701.0,1125.0,3.929,143100.0,<1H OCEAN
10352,,True,5,13.0,5830.0,921.0,2897.0,891.0,6.2403,257400.0,<1H OCEAN
10353,,True,5,9.0,5774.0,1320.0,3086.0,1265.0,4.4063,202200.0,<1H OCEAN
10354,,True,5,43.0,1911.0,439.0,930.0,433.0,4.6369,186400.0,<1H OCEAN
10355,,True,5,36.0,1317.0,228.0,531.0,214.0,5.6346,272500.0,<1H OCEAN
10356,,True,5,25.0,3164.0,449.0,1517.0,453.0,6.7921,266000.0,<1H OCEAN
10357,,True,5,18.0,4552.0,706.0,1918.0,671.0,7.5791,288100.0,<1H OCEAN
10358,,True,5,20.0,1213.0,171.0,565.0,170.0,7.2592,314800.0,<1H OCEAN
10359,,True,5,16.0,3016.0,394.0,1172.0,382.0,7.5196,315600.0,<1H OCEAN
10360,,True,5,18.0,1614.0,210.0,692.0,209.0,7.9294,280300.0,<1H OCEAN
10361,,True,5,16.0,4277.0,565.0,1642.0,549.0,8.0082,286600.0,<1H OCEAN
10362,,True,5,16.0,9653.0,2000.0,4732.0,1922.0,3.7361,197200.0,<1H OCEAN
10363,,True,5,18.0,4265.0,581.0,2025.0,544.0,6.4598,282700.0,<1H OCEAN
10364,,True,5,19.0,2962.0,405.0,1295.0,440.0,6.0689,248000.0,<1H OCEAN
10365,,True,5,16.0,3010.0,580.0,1649.0,538.0,4.0221,236200.0,<1H OCEAN
10366,,True,5,19.0,3913.0,460.0,1646.0,454.0,7.2147,303900.0,<1H OCEAN
10367,,True,5,16.0,1538.0,260.0,835.0,259.0,5.5779,234800.0,<1H OCEAN
10368,,True,5,17.0,3173.0,501.0,1555.0,520.0,6.7079,250800.0,<1H OCEAN
10369,,True,5,11.0,2722.0,554.0,1565.0,508.0,5.1645,164100.0,<1H OCEAN
10370,,True,5,13.0,8527.0,1364.0,4597.0,1393.0,6.2242,237900.0,<1H OCEAN
10371,,True,5,15.0,3485.0,519.0,1740.0,485.0,6.7543,251900.0,<1H OCEAN
10372,,True,5,16.0,3388.0,425.0,1395.0,427.0,8.4471,351300.0,<1H OCEAN
10373,,True,5,15.0,4713.0,671.0,2197.0,673.0,7.5426,294800.0,<1H OCEAN
10374,,True,5,16.0,3299.0,610.0,1967.0,604.0,5.5085,223300.0,<1H OCEAN
10375,,True,5,10.0,3580.0,491.0,1688.0,467.0,7.7814,288700.0,<1H OCEAN
10376,,True,5,2.0,7826.0,893.0,2985.0,790.0,10.1531,484100.0,<1H OCEAN
10377,,True,5,10.0,4814.0,643.0,1808.0,588.0,8.798,436600.0,<1H OCEAN
10378,,True,5,11.0,2422.0,429.0,810.0,395.0,6.1935,293200.0,<1H OCEAN
10379,,True,5,4.0,6842.0,1512.0,3256.0,1439.0,5.4132,216600.0,<1H OCEAN
10380,,True,5,9.0,4257.0,785.0,1293.0,745.0,3.7139,196700.0,<1H OCEAN
10381,,True,5,6.0,3068.0,549.0,985.0,536.0,4.2009,238000.0,<1H OCEAN
10382,,True,5,15.0,2708.0,410.0,1140.0,389.0,6.2899,275000.0,<1H OCEAN
10383,,True,5,16.0,3970.0,771.0,1202.0,734.0,3.4115,184800.0,<1H OCEAN
10384,,True,5,16.0,5175.0,799.0,2717.0,813.0,6.1493,257800.0,<1H OCEAN
10385,,True,5,15.0,5736.0,,2529.0,762.0,6.4114,278700.0,<1H OCEAN
10386,,True,5,14.0,5232.0,810.0,3041.0,839.0,5.826,247900.0,<1H OCEAN
10387,,True,5,13.0,2319.0,430.0,1004.0,380.0,5.133,316100.0,<1H OCEAN
10388,,True,5,4.0,3274.0,383.0,1312.0,390.0,8.1611,348000.0,<1H OCEAN
10389,,True,5,6.0,4186.0,,1794.0,541.0,9.6986,357600.0,<1H OCEAN
10390,,True,5,5.0,1998.0,500.0,1185.0,446.0,4.3542,195600.0,<1H OCEAN
10391,,True,5,2.0,2411.0,354.0,703.0,217.0,7.8061,331400.0,<1H OCEAN
10392,,True,5,16.0,2483.0,443.0,1357.0,400.0,5.5545,214200.0,<1H OCEAN
10393,,True,5,8.0,2649.0,340.0,1238.0,354.0,8.0409,337900.0,<1H OCEAN
10394,,True,5,16.0,2102.0,350.0,1003.0,328.0,4.7981,170800.0,<1H OCEAN
10395,,True,5,15.0,2423.0,435.0,1366.0,423.0,4.8906,181800.0,<1H OCEAN
10396,,True,5,6.0,3157.0,721.0,1695.0,710.0,3.7609,222300.0,<1H OCEAN
10397,,True,5,4.0,3289.0,728.0,1345.0,632.0,4.6863,184400.0,<1H OCEAN
10398,,True,5,15.0,1743.0,254.0,943.0,274.0,5.9339,286000.0,<1H OCEAN
10399,,True,5,14.0,1343.0,175.0,650.0,184.0,7.2648,363200.0,<1H OCEAN
10400,,True,5,15.0,426.0,62.0,133.0,45.0,5.136,447400.0,<1H OCEAN
10401,,True,5,3.0,2993.0,429.0,991.0,390.0,10.0765,378200.0,<1H OCEAN
10402,,True,5,5.0,5348.0,659.0,1862.0,555.0,11.0567,495400.0,<1H OCEAN
10403,,True,5,3.0,8874.0,1302.0,3191.0,1027.0,6.8588,302000.0,<1H OCEAN
10404,,True,5,29.0,1223.0,215.0,633.0,204.0,6.5143,279800.0,<1H OCEAN
10405,,True,5,6.0,454.0,102.0,213.0,43.0,10.9704,483300.0,<1H OCEAN
10406,,True,5,3.0,1206.0,256.0,563.0,287.0,5.1589,167800.0,<1H OCEAN
10407,,True,5,4.0,3305.0,644.0,1693.0,597.0,5.2497,215000.0,<1H OCEAN
10408,,True,5,4.0,2000.0,422.0,833.0,386.0,5.7709,190300.0,<1H OCEAN
10409,,True,5,4.0,1318.0,218.0,673.0,225.0,6.0722,260800.0,<1H OCEAN
10410,,True,5,2.0,4860.0,1193.0,2332.0,1073.0,4.5022,151900.0,<1H OCEAN
10411,,True,5,4.0,3134.0,504.0,1599.0,485.0,6.2464,233900.0,<1H OCEAN
10412,,True,5,3.0,4541.0,720.0,1600.0,583.0,6.8004,284900.0,<1H OCEAN
10413,,True,5,6.0,5221.0,1217.0,2597.0,1119.0,4.6076,204000.0,<1H OCEAN
10414,,True,5,4.0,1793.0,390.0,897.0,386.0,4.2463,182800.0,<1H OCEAN
10415,,True,5,4.0,1606.0,498.0,815.0,426.0,3.375,500001.0,<1H OCEAN
10416,,True,5,2.0,4678.0,817.0,1970.0,712.0,6.1078,219000.0,<1H OCEAN
10417,,True,5,7.0,6814.0,785.0,2175.0,681.0,10.49,500001.0,<1H OCEAN
10418,,True,5,23.0,2656.0,515.0,998.0,435.0,4.0294,500001.0,NEAR OCEAN
10419,,True,5,12.0,5744.0,1054.0,2104.0,847.0,5.1482,500001.0,NEAR OCEAN
10420,,True,5,35.0,2556.0,404.0,946.0,399.0,6.1557,402900.0,NEAR OCEAN
10421,,True,5,31.0,3959.0,856.0,1919.0,775.0,4.0313,282000.0,NEAR OCEAN
10422,,True,5,29.0,2193.0,389.0,922.0,387.0,4.5476,309200.0,NEAR OCEAN
10423,,True,5,4.0,1812.0,255.0,661.0,211.0,6.487,294200.0,NEAR OCEAN
10424,,True,5,5.0,3549.0,604.0,1571.0,534.0,5.3705,363500.0,NEAR OCEAN
10425,,True,5,4.0,1969.0,280.0,805.0,271.0,7.6012,310800.0,NEAR OCEAN
10426,,True,5,6.0,950.0,184.0,426.0,186.0,4.7237,220700.0,NEAR OCEAN
10427,,True,5,7.0,7684.0,1088.0,2812.0,1057.0,6.3401,387300.0,NEAR OCEAN
10428,,True,5,26.0,1528.0,,607.0,218.0,6.2871,325500.0,NEAR OCEAN
10429,,True,5,25.0,2174.0,428.0,603.0,352.0,3.3967,249400.0,NEAR OCEAN
10430,,True,5,27.0,334.0,56.0,130.0,46.0,4.875,284100.0,NEAR OCEAN
10431,,True,5,27.0,1835.0,413.0,1221.0,377.0,3.2232,247100.0,NEAR OCEAN
10432,,True,5,27.0,3858.0,1062.0,2321.0,873.0,3.3155,231000.0,NEAR OCEAN
10433,,True,5,24.0,1296.0,384.0,850.0,367.0,2.7545,231300.0,NEAR OCEAN
10434,,True,5,17.0,2737.0,654.0,910.0,492.0,3.5729,370800.0,NEAR OCEAN
10435,,True,5,23.0,4052.0,955.0,1950.0,859.0,4.0647,240600.0,NEAR OCEAN
10436,,True,5,33.0,1150.0,383.0,604.0,317.0,2.3545,187500.0,NEAR OCEAN
10437,,True,5,27.0,1005.0,266.0,460.0,243.0,3.1029,190600.0,NEAR OCEAN
10438,,True,5,27.0,1444.0,412.0,597.0,311.0,3.1395,310000.0,NEAR OCEAN
10439,,True,5,4.0,2369.0,566.0,996.0,435.0,5.4031,243800.0,NEAR OCEAN
10440,,True,5,3.0,5813.0,1264.0,2363.0,1041.0,4.3897,341300.0,NEAR OCEAN
10441,,True,5,22.0,3167.0,743.0,1797.0,642.0,4.0076,252100.0,NEAR OCEAN
10442,,True,5,17.0,2248.0,448.0,878.0,423.0,5.1298,246000.0,NEAR OCEAN
10443,,True,5,23.0,2482.0,461.0,1048.0,425.0,4.665,280600.0,NEAR OCEAN
10444,,True,5,24.0,2303.0,399.0,851.0,379.0,3.9875,346500.0,NEAR OCEAN
10445,,True,5,21.0,3951.0,562.0,1392.0,543.0,5.1439,414000.0,NEAR OCEAN
10446,,True,5,17.0,2036.0,272.0,713.0,265.0,6.5954,346200.0,NEAR OCEAN
10447,,True,5,14.0,3223.0,484.0,1230.0,488.0,6.5964,358800.0,NEAR OCEAN
10448,,True,5,22.0,2728.0,616.0,1081.0,566.0,1.6393,500001.0,<1H OCEAN
10449,,True,5,24.0,3571.0,722.0,1409.0,543.0,4.6518,277800.0,<1H OCEAN
10450,,True,5,25.0,2994.0,519.0,903.0,410.0,6.6852,500001.0,<1H OCEAN
10451,,True,5,18.0,1679.0,271.0,783.0,257.0,5.3999,300000.0,<1H OCEAN
10452,,True,5,26.0,2073.0,370.0,952.0,340.0,5.0877,288100.0,<1H OCEAN
10453,,True,5,28.0,1261.0,233.0,609.0,242.0,5.1024,312700.0,<1H OCEAN
10454,,True,5,22.0,809.0,180.0,334.0,157.0,2.3846,500001.0,<1H OCEAN
10455,,True,5,16.0,2223.0,454.0,628.0,382.0,4.3603,248800.0,<1H OCEAN
10456,,True,5,3.0,2516.0,429.0,781.0,337.0,5.6197,271600.0,<1H OCEAN
10457,,True,5,10.0,3484.0,582.0,1469.0,556.0,5.4188,402200.0,<1H OCEAN
10458,,True,5,6.0,1638.0,188.0,572.0,174.0,13.0502,500001.0,<1H OCEAN
10459,,True,5,12.0,3619.0,536.0,1506.0,492.0,7.2013,353600.0,<1H OCEAN
10460,,True,5,4.0,2320.0,405.0,1408.0,477.0,6.3369,256000.0,NEAR OCEAN
10461,,True,5,19.0,7034.0,1139.0,2824.0,1068.0,6.0873,277300.0,<1H OCEAN
10462,,True,5,12.0,2007.0,397.0,1033.0,373.0,5.6754,275900.0,<1H OCEAN
10463,,True,5,15.0,7468.0,1275.0,3033.0,1217.0,5.49,239300.0,NEAR OCEAN
10464,,True,5,31.0,5112.0,778.0,1530.0,648.0,10.3983,500001.0,<1H OCEAN
10465,,True,5,38.0,3832.0,809.0,1332.0,636.0,5.0044,381200.0,<1H OCEAN
10466,,True,5,29.0,1720.0,269.0,612.0,258.0,7.8239,500001.0,<1H OCEAN
10467,,True,5,3.0,6388.0,920.0,2129.0,819.0,7.8915,420600.0,<1H OCEAN
10468,,True,5,13.0,4866.0,812.0,1909.0,733.0,4.9821,244800.0,<1H OCEAN
10469,,True,5,14.0,1672.0,295.0,704.0,293.0,5.1129,251300.0,<1H OCEAN
10470,,True,5,17.0,3617.0,597.0,1176.0,571.0,5.133,324000.0,<1H OCEAN
10471,,True,5,4.0,3623.0,734.0,1129.0,530.0,5.7281,500001.0,<1H OCEAN
10472,,True,5,17.0,2168.0,290.0,654.0,279.0,9.8321,500001.0,<1H OCEAN
10473,,True,5,5.0,4549.0,786.0,1238.0,632.0,6.1785,295900.0,<1H OCEAN
10474,,True,5,19.0,3562.0,439.0,1584.0,470.0,6.4211,288100.0,<1H OCEAN
10475,,True,5,24.0,1956.0,262.0,969.0,256.0,6.8154,265900.0,<1H OCEAN
10476,,True,5,17.0,2150.0,361.0,1194.0,335.0,5.4622,227000.0,<1H OCEAN
10477,,True,5,16.0,2092.0,489.0,877.0,392.0,3.0461,216900.0,<1H OCEAN
10478,,True,5,16.0,2205.0,393.0,1333.0,402.0,3.475,279500.0,<1H OCEAN
10479,,True,5,12.0,3258.0,421.0,1464.0,435.0,6.5413,332000.0,<1H OCEAN
10480,,True,5,13.0,3320.0,426.0,1432.0,431.0,7.9283,348100.0,<1H OCEAN
10481,,True,5,12.0,3473.0,466.0,1569.0,450.0,8.8636,314000.0,<1H OCEAN
10482,,True,5,5.0,6678.0,1011.0,2877.0,982.0,7.5177,330000.0,<1H OCEAN
10483,,True,5,8.0,2327.0,263.0,899.0,236.0,14.9009,500001.0,<1H OCEAN
10484,,True,5,8.0,2887.0,351.0,1176.0,351.0,10.3953,500001.0,<1H OCEAN
10485,,True,5,7.0,4458.0,731.0,1731.0,704.0,6.126,285600.0,<1H OCEAN
10486,,True,5,15.0,1786.0,299.0,727.0,293.0,5.0527,231400.0,<1H OCEAN
10487,,True,5,17.0,2232.0,372.0,1072.0,385.0,4.245,214500.0,<1H OCEAN
10488,,True,5,16.0,3084.0,724.0,2557.0,690.0,2.8357,106300.0,<1H OCEAN
10489,,True,5,15.0,2782.0,579.0,983.0,525.0,2.1935,183300.0,<1H OCEAN
10490,,True,5,10.0,366.0,61.0,128.0,61.0,8.163,250000.0,<1H OCEAN
10491,,True,5,19.0,2930.0,428.0,1481.0,430.0,6.323,480800.0,<1H OCEAN
10492,,True,5,18.0,4173.0,625.0,1649.0,634.0,6.3568,294300.0,<1H OCEAN
10493,,True,5,25.0,3240.0,481.0,1462.0,497.0,6.1815,288500.0,<1H OCEAN
10494,,True,5,13.0,2020.0,378.0,679.0,290.0,5.756,305600.0,<1H OCEAN
10495,,True,5,18.0,2626.0,,1302.0,522.0,4.0167,189600.0,<1H OCEAN
10496,,True,5,16.0,1956.0,346.0,862.0,326.0,4.4732,186300.0,<1H OCEAN
10497,,True,5,17.0,2112.0,480.0,1893.0,433.0,4.0388,120400.0,<1H OCEAN
10498,,True,5,18.0,1645.0,393.0,1490.0,355.0,3.4792,126400.0,<1H OCEAN
10499,,True,5,19.0,1258.0,246.0,545.0,227.0,2.9762,184400.0,<1H OCEAN
10500,,True,5,23.0,3499.0,722.0,1480.0,634.0,3.86,300000.0,<1H OCEAN
10501,,True,5,20.0,1577.0,363.0,764.0,333.0,4.1563,320800.0,<1H OCEAN
10502,,True,5,21.0,2208.0,534.0,1423.0,482.0,3.5915,305600.0,<1H OCEAN
10503,,True,5,19.0,2595.0,621.0,1728.0,571.0,3.668,243800.0,<1H OCEAN
10504,,True,5,21.0,1857.0,399.0,881.0,380.0,3.8403,350000.0,<1H OCEAN
10505,,True,5,5.0,1889.0,359.0,616.0,246.0,3.8992,500001.0,<1H OCEAN
10506,,True,5,5.0,2262.0,427.0,1016.0,402.0,6.065,315500.0,<1H OCEAN
10507,,True,5,5.0,2840.0,403.0,1363.0,403.0,7.618,341400.0,<1H OCEAN
10508,,True,5,5.0,3621.0,632.0,1546.0,567.0,5.753,322800.0,<1H OCEAN
10509,,True,5,9.0,3856.0,571.0,1646.0,576.0,6.8007,318300.0,<1H OCEAN
10510,,True,5,20.0,1767.0,280.0,801.0,284.0,6.5394,272000.0,<1H OCEAN
10511,,True,5,17.0,5041.0,778.0,2396.0,801.0,6.0868,282900.0,<1H OCEAN
10512,,True,5,4.0,2142.0,625.0,1176.0,483.0,3.4455,325000.0,<1H OCEAN
10513,,True,5,2.0,5261.0,763.0,1460.0,599.0,6.8279,279000.0,<1H OCEAN
10514,,True,5,3.0,7374.0,1444.0,3214.0,1279.0,4.538,278200.0,<1H OCEAN
10515,,True,5,5.0,6698.0,1254.0,2834.0,1139.0,5.9088,288500.0,<1H OCEAN
10516,,True,5,17.0,2486.0,417.0,876.0,361.0,6.1007,340900.0,<1H OCEAN
10517,,True,5,11.0,2198.0,252.0,883.0,281.0,13.1477,487000.0,<1H OCEAN
10518,,True,5,12.0,4676.0,698.0,1543.0,598.0,6.379,500001.0,<1H OCEAN
10519,,True,5,2.0,10008.0,1453.0,3550.0,1139.0,10.1122,500001.0,<1H OCEAN
10520,,True,5,4.0,1764.0,220.0,705.0,224.0,8.3275,384200.0,<1H OCEAN
10521,,True,5,3.0,1618.0,266.0,710.0,246.0,6.0743,274300.0,<1H OCEAN
10522,,True,5,4.0,4956.0,693.0,1802.0,625.0,7.9338,354700.0,<1H OCEAN
10523,,True,5,12.0,2459.0,390.0,1054.0,391.0,7.1736,262100.0,<1H OCEAN
10524,,True,5,2.0,2112.0,305.0,703.0,261.0,6.9343,298500.0,<1H OCEAN
10525,,True,5,3.0,2443.0,637.0,1033.0,548.0,4.1379,183300.0,<1H OCEAN
10526,,True,5,4.0,3283.0,911.0,1512.0,782.0,3.3125,138500.0,<1H OCEAN
10527,,True,5,7.0,4907.0,577.0,1883.0,556.0,10.4415,453800.0,<1H OCEAN
10528,,True,5,15.0,2460.0,368.0,962.0,320.0,7.3878,318300.0,<1H OCEAN
10529,,True,5,2.0,2530.0,562.0,1066.0,510.0,4.6336,187500.0,<1H OCEAN
10530,,True,5,9.0,1204.0,355.0,469.0,293.0,3.6196,119900.0,<1H OCEAN
10531,,True,5,4.0,3289.0,753.0,1285.0,651.0,4.045,226000.0,<1H OCEAN
10532,,True,5,6.0,3673.0,881.0,1846.0,768.0,4.877,144300.0,<1H OCEAN
10533,,True,5,4.0,2428.0,401.0,959.0,386.0,6.2661,268500.0,<1H OCEAN
10534,,True,5,4.0,1223.0,275.0,505.0,244.0,4.6607,173000.0,<1H OCEAN
10535,,True,5,4.0,2351.0,445.0,834.0,397.0,5.5677,245400.0,<1H OCEAN
10536,,True,5,5.0,1680.0,254.0,617.0,231.0,8.583,397700.0,<1H OCEAN
10537,,True,5,4.0,7474.0,1037.0,2969.0,1007.0,8.7591,434700.0,<1H OCEAN
10538,,True,5,10.0,3458.0,638.0,1156.0,470.0,6.3579,336700.0,<1H OCEAN
10539,,True,5,6.0,16590.0,2696.0,6223.0,2357.0,6.3088,340300.0,<1H OCEAN
10540,,True,5,14.0,3894.0,672.0,1490.0,629.0,6.5206,368500.0,<1H OCEAN
10541,,True,5,9.0,6564.0,1316.0,1720.0,904.0,4.89,454100.0,<1H OCEAN
10542,,True,5,17.0,2681.0,454.0,830.0,410.0,5.5507,345700.0,<1H OCEAN
10543,,True,5,29.0,5650.0,1084.0,3985.0,1056.0,2.8192,162500.0,<1H OCEAN
10544,,True,5,14.0,4321.0,582.0,2025.0,578.0,8.3634,355100.0,<1H OCEAN
